client_id,default
74835,0.03828850840676495
17527,0.3987677253618288
75683,0.05798117786623758
26883,0.08895338254983666
28862,0.024288651464366498
99881,0.16178434672386982
26630,0.40064097100810503
79934,0.028900297082562334
16605,0.026545109048342588
105449,0.023949904264715435
49000,0.11264593626682069
28589,0.06750486839476508
7706,0.041370775467752224
96743,0.06201514069520913
63018,0.2909229535440994
68282,0.04731765000335018
25663,0.08203243456632721
39302,0.13784106000671467
84204,0.07664565459774242
44202,0.30940675253118555
102650,0.13808165729164015
19519,0.1562214974586913
47829,0.07061938343975596
10899,0.057106614444059796
16211,0.048858492343045366
9490,0.06244576406301301
37563,0.30323996777344436
85637,0.1687556288277126
26718,0.20066620713747366
58572,0.17176116927917423
91847,0.049170314463191415
45575,0.07751982677566169
8526,0.14484006504790423
84636,0.18477185569478985
67318,0.14683787139182944
2695,0.1570366456206193
76039,0.047753519696478834
47451,0.11019895627558765
71789,0.13059579834717555
11403,0.048339090916046865
100327,0.14956818629224444
2855,0.1449874426414865
101424,0.05797998081441759
88773,0.07457206194712608
39167,0.07366562208947254
37001,0.0738653597040022
96705,0.031138418003360716
84528,0.14050660663322223
77533,0.28186576414414055
57838,0.04629492847878123
77427,0.03971102000119278
84737,0.13038492903650437
108836,0.024812807238050506
107885,0.04172318085113954
15618,0.10732464480315629
79078,0.12371346950887986
24711,0.20253184025031726
5105,0.11497633040011553
46200,0.13233039380387088
47138,0.1798847281796739
29418,0.12467808693446358
8116,0.08286165959040673
91348,0.1064589876221845
26136,0.16991365650324888
46407,0.1568729644168631
65469,0.07659705858684035
90137,0.14093455030108512
23997,0.06818797080871379
53299,0.2301333917216346
1863,0.02569569288623602
17480,0.20228722623232379
56711,0.07362635088983381
60933,0.0478489716007964
104322,0.09087547472397887
49604,0.0659778400383912
39809,0.29119602467943045
85778,0.06792358706103685
52445,0.12622592785137784
80390,0.10915432968149219
805,0.16708400826248934
67224,0.023441846590577645
23033,0.03088102081684564
32775,0.04544404326520178
19865,0.0925582308624453
35371,0.09681141652956747
56038,0.11899052246780689
23368,0.08120050830459608
77105,0.09692263117160946
22564,0.4769023753755135
46368,0.0543286548302361
88516,0.19000300638771242
77171,0.03212233580226089
106102,0.04357270026551634
25435,0.11624583111791671
42614,0.055272284387558934
29540,0.37793191089871037
48473,0.09433348748585671
38274,0.11567353726435196
78135,0.29779190530713456
43986,0.1937717397667379
88839,0.19617205619867423
87863,0.022271599610146284
6528,0.03683370729406358
70557,0.06014088657322135
96677,0.0434633406867637
76686,0.07976405332714012
26451,0.19448659011802444
31039,0.26749189221803427
54382,0.055331664953047
105054,0.13447652301684357
43510,0.12115645254391699
77798,0.0790215276512586
41781,0.07388500159638696
12540,0.3113534301598789
43913,0.27459684252799643
38021,0.09904231942624363
46592,0.027891101400460694
29129,0.08949274151939543
106331,0.0497349713624821
83680,0.1276775259870327
80437,0.35912705566987835
32508,0.07643702520513501
76472,0.27500258876150213
86910,0.10983578090964793
9987,0.08075434235715742
27419,0.14032094416696594
52902,0.19116702567839244
75674,0.1096555437509821
34794,0.026535809537211123
107464,0.3078886073360145
97027,0.27682012985833315
39859,0.01849424520624302
97274,0.24424054142944063
96800,0.032079435388975605
82080,0.10395987494002316
45431,0.025645481983255145
60975,0.10574082257941549
79281,0.062102334920143415
30657,0.24607519933587518
11728,0.1252270369679768
109850,0.13532274743230005
33944,0.5586112566087492
34383,0.049588348210355106
36240,0.10102959262609398
7728,0.5916054555592032
5402,0.13392902710820012
54180,0.11871601176561673
94181,0.026910637947406887
29334,0.20663014235713742
76086,0.03639329745347219
57160,0.10614996338108106
74744,0.06819054380838341
51733,0.023889157220791827
46635,0.16577482810151145
66040,0.12047106149645266
8853,0.4073682244073566
38048,0.5086213702698933
29192,0.3354220491409021
71027,0.05225153378636912
96068,0.059757673244405826
21867,0.07863600528869365
100867,0.11635736647670902
20825,0.11691376898747739
35137,0.04319536762222196
64771,0.0973166139754699
55922,0.17360586285366553
78069,0.016297870303750663
56864,0.11528766319786524
87471,0.053454208900671756
72211,0.21152861668543807
187,0.04406887053912731
50438,0.0612802589321422
17928,0.03881681866450747
3419,0.06223272222049154
65536,0.1801216962144137
89316,0.1892541281736739
21272,0.032266712129307734
85076,0.19443155926395347
1479,0.06825268596373339
8135,0.2923685775353795
3913,0.07913830428332881
91344,0.08651175855149078
32514,0.17281134345416937
39559,0.12271873558663299
26281,0.24709407267667052
98433,0.15886636587970637
81717,0.14306014415794213
99344,0.07683332822803841
85881,0.05028078861820557
80556,0.24751516843265964
105500,0.13185690462410277
70008,0.09732997578507323
91463,0.10588186591652632
107088,0.16300415194009457
104158,0.07642172116103468
20218,0.18599216661653561
573,0.13687063770579558
38443,0.04088725731769949
73113,0.05854939680864169
99049,0.15748776962412453
82199,0.016744900018258978
60808,0.05884775615613171
103260,0.07473798759222142
77438,0.2308052262765755
40320,0.3844896435891896
84124,0.06613884077203899
69231,0.22862682908219215
82821,0.0832068703564119
54726,0.1798440856109784
37778,0.06632944293635573
108116,0.027967643353189207
43598,0.20753784266655154
23345,0.04899203815494884
105157,0.11153344416061521
43973,0.39553325207551776
79887,0.15360928504451163
92320,0.1920723062487853
54418,0.18840548457336653
79971,0.11870466403266684
45451,0.07968308072018418
106772,0.09446449794043452
29223,0.02557622254401806
86360,0.06227811890804303
99956,0.11146281333993348
2286,0.22030605162262795
23289,0.08761181223506898
90690,0.35565958797442626
19804,0.07205595240369439
61536,0.04187174344634235
37688,0.08953534308623211
74314,0.3516906152620357
67549,0.0511792780852305
19207,0.10296205816382378
74270,0.24609786638218478
69370,0.07751337077159257
6212,0.1441361087678436
95424,0.07369058746858342
18568,0.13680820444912037
106224,0.024472520689916517
32019,0.1990764245285199
97402,0.18066300782782937
56450,0.13353621824993378
91919,0.05403530389098185
81801,0.02676838972208559
71270,0.07835401868458719
47514,0.084186286835868
275,0.1896752533864985
28815,0.146058917874558
64846,0.03764558757043647
45165,0.03522525650395135
7032,0.17409418552860803
57976,0.03852391140157172
99147,0.03936071896490305
86253,0.07008760905544938
18780,0.03256113155724549
67732,0.059128609076425816
81518,0.04301932977102873
40092,0.034974659184347744
26566,0.23164783409951525
15821,0.47020336464487417
86263,0.17255952395561747
95162,0.19957803497501433
63960,0.05356022160679936
36892,0.13606997545116567
56946,0.163953280694979
52656,0.3575658384989539
85439,0.3810557376390109
102782,0.1884317032997035
106376,0.019776985246498017
43590,0.19902729122998802
10011,0.05553440182698162
20493,0.3795492488210125
28721,0.11448961475418837
73103,0.1894502298620676
85516,0.08860701004517477
81020,0.025272565811266617
81989,0.2864256853931487
13142,0.1851346824549076
16447,0.17433419505771472
17561,0.11946608800292946
40923,0.2251041943684351
32788,0.10071212103089672
13766,0.0788469835237472
81627,0.04755387642003981
103476,0.065683351618141
50817,0.20973950048215814
49368,0.1024552043696983
105595,0.015186238984090258
8548,0.04738833555239619
40890,0.35978490433442245
96824,0.36200174605241225
84416,0.052334650970450695
56147,0.03030906308368216
79205,0.17192958961987734
95882,0.025229934257625534
29518,0.4221270639200427
61207,0.0861110997325343
36076,0.19690879256836685
61965,0.07766750192627217
69222,0.07908659976472945
55794,0.022187006790604282
86433,0.0845250810247784
36676,0.10273731467101649
56927,0.03029819028579088
25362,0.5379984125498292
56641,0.09302896837215806
100019,0.042733832208393996
13280,0.0705819785785915
53290,0.16655200116234242
7529,0.038301871167154465
72735,0.030637050801441117
87572,0.2401206013675899
55742,0.24016769371553218
60331,0.04593524731321717
59825,0.07352895098401112
45002,0.4472151317856197
108189,0.09728317991465822
20687,0.18352336814188672
60122,0.05189222058669849
66899,0.03422231848071985
89714,0.08815781989630257
102747,0.17376818489586954
87437,0.24347173854540335
49346,0.02571167300064498
102539,0.15657871092066175
38162,0.019329276406217653
84639,0.12319140084916025
97968,0.0382322582645754
72640,0.07171783485304359
24333,0.07582247360069976
4196,0.07744710812740524
24662,0.06672272728455426
28238,0.2714488211481003
18510,0.05046709075322494
64124,0.0835373438177925
48593,0.07915537628762576
71690,0.04211065402326946
104908,0.2893964283980409
92538,0.1028207948891074
58912,0.10711453611506652
15761,0.2616832114614931
84840,0.19617330022641358
99784,0.010761895778802842
30004,0.044892251595189336
48741,0.03617521540579799
101941,0.07040764707905749
36415,0.04289559367783524
91235,0.06169682820937713
28385,0.04361398048160463
100045,0.0459300226160514
7581,0.15595849721377952
16687,0.14404379427981376
65026,0.10897817545624079
26091,0.26829237716506216
50047,0.07787307550872172
47576,0.1969590165575792
3661,0.08404017619393304
44908,0.14906166167388177
78115,0.05370015671305487
91136,0.06018467503981368
3738,0.015219425931365545
39754,0.025242653204370805
97332,0.02915572557436687
107207,0.1775821379450879
49260,0.040165399976259786
50687,0.21483645962206957
77353,0.15250903715973516
79597,0.16652893469186542
85894,0.03395679013112925
61443,0.058183967025744084
12347,0.18929946023659686
7302,0.11761347659696783
3916,0.175341879250522
91094,0.017968745800700656
91811,0.08779616873436911
9132,0.027881809554294944
76875,0.03741867789192166
76060,0.041975229214500025
41150,0.0965592465412355
100403,0.12314989559325519
102738,0.04423342296208526
55164,0.054612293667180394
79125,0.09255031384716329
20175,0.08361641953594709
1571,0.19184116786321942
105038,0.10633850343747701
76741,0.043841491875748935
42128,0.12868656993382752
78075,0.08823853740869593
21431,0.02913282232926186
88690,0.06259271015649674
87423,0.06929492044235756
88102,0.25336607216232643
74580,0.07246620568276599
66516,0.11018758697119098
53509,0.08256310987450395
45116,0.11493186197129401
80326,0.06490267143756279
60721,0.0508146446173204
6348,0.5306904770299437
12480,0.0972735531568679
88943,0.29809752004376205
84917,0.1394882843927451
83904,0.04767660764018976
33821,0.033989017597602124
11620,0.06689581187601729
96956,0.06755666657737519
20444,0.08101034468524033
11688,0.06340111729459641
2543,0.07177300147160796
12561,0.33685237550390323
61593,0.12185418497353286
31191,0.3922076823538739
17720,0.12465654038414814
30450,0.43054738565651446
93387,0.12889686727410787
29295,0.1065294860704371
38595,0.09132907352567693
88559,0.14311022508915308
105043,0.01621505039820522
17542,0.09743724944333462
44347,0.20053049265082318
52333,0.09007801532278899
104508,0.1700919018015224
7969,0.07893358422053137
62639,0.21423400224488764
54862,0.21797638258469554
1138,0.3936613811573077
76418,0.19235771961205328
23605,0.0794488293665575
53337,0.1230423121969228
60455,0.2712989498857458
97510,0.11663214292902364
86732,0.10769211882716108
60044,0.046993893868096326
6139,0.1366876604108871
1231,0.1799344684935246
10964,0.21627161238159573
59421,0.24639648945678613
80041,0.10480350238445163
5642,0.2007944285633377
61284,0.01955993589750619
94299,0.07468957312034687
64711,0.1403324690702776
34535,0.16134683589346632
53611,0.04666338593116856
63517,0.01832701668666499
13947,0.29501586053766815
48308,0.17483912936018436
29355,0.0787690706489026
2743,0.13022350922139317
11052,0.032335653498064
21162,0.3084019022770422
50254,0.11114113508225801
8589,0.031178548947362914
33393,0.1816286614689871
53379,0.04017939879281456
95564,0.09080947539799793
78779,0.10743066738571146
82277,0.07641513673573123
85723,0.2560040659573686
76496,0.07671196224578314
65731,0.08199738919984259
80957,0.18039917341024017
53670,0.3718201972835734
108353,0.09768534582276765
18626,0.1547838145555056
12491,0.06822413343226233
21274,0.10658637566998737
17038,0.07729843290825553
94030,0.3982255302062381
20798,0.09868445342819127
81548,0.05570055436644145
1108,0.1390631829612122
77114,0.05894029901748777
33748,0.46486447165935707
21517,0.02095906576610761
92762,0.22795823713186786
6331,0.07487042983835682
76970,0.058000333241878047
35024,0.06161965756909133
3687,0.37092040467997944
110033,0.16486924936527206
22985,0.2395122429217867
66968,0.40640187139183953
67600,0.08885244500412366
22676,0.32085774176717624
17091,0.09164988732794303
65798,0.06297503499512512
65656,0.12936726753769184
57665,0.2840212798018516
28967,0.07601398589910636
49017,0.0924704150283207
65338,0.2080914736111411
76390,0.24426422255358524
108368,0.08915310440672113
67509,0.11847089007849515
9503,0.06072934541308805
107874,0.1544029996128711
60601,0.12510632096624166
104656,0.04563059718885527
106613,0.029100298735872807
104546,0.06334078088598377
66927,0.20644933357536763
20259,0.35919505088360915
24349,0.03792743516435827
78336,0.07468853785400206
37717,0.09556982107887711
103904,0.4640823580082113
88678,0.1112814899917364
50135,0.0386810858791685
41884,0.15475429677476865
87724,0.06395709527595561
23718,0.015151464028150959
23026,0.09676969500877951
59246,0.025293315793311684
59061,0.13316076062538368
6397,0.06268258622852395
92724,0.03072391124300022
67053,0.07929557492048055
54793,0.29271981675042597
22836,0.09120347603260837
83770,0.03135744306692426
45757,0.06671354554788632
25266,0.06405646960109579
77610,0.06845924933862943
40281,0.04125861833047087
7546,0.25842447650978506
108958,0.09527990025023353
99034,0.06740166570366142
24596,0.24525208506375615
59177,0.0780076582697154
96922,0.11129553839540667
101144,0.06619473460346208
29982,0.19906115293786092
45325,0.05333996609144036
61741,0.09002942164217002
65405,0.07847438385935175
36589,0.39341001903476464
16356,0.20847160365249223
52821,0.02878643614276538
5113,0.3231482369716388
99771,0.03893322524029094
24478,0.3061158050550307
38247,0.22650864521872302
45480,0.12616035937503967
85124,0.048451536445261636
82772,0.10792795342934969
6335,0.16886455375845708
12257,0.01907569574082922
90207,0.05805722044195347
34691,0.07325780077397204
94898,0.09744466212477622
27675,0.3174481305098459
90803,0.041464906747997375
76698,0.13869355019951227
46524,0.1227761478582075
81814,0.14176811040568396
8823,0.09064540973549384
78828,0.043726379230055484
108417,0.10862428529049686
99582,0.057695741103021204
35989,0.015350042903834748
74157,0.07810655660302221
78557,0.07563095966409254
14520,0.0361344634383081
44066,0.04532796579608561
83076,0.4164034300506378
6371,0.23116193629759693
78355,0.024431436946553118
30115,0.1984191148874564
14901,0.1957383051712205
69782,0.23495771112256938
99380,0.02894981813133669
50643,0.2230631070863526
90650,0.1576888056299503
26495,0.13948317988378559
98284,0.04525365844770638
1371,0.11071566209888284
58925,0.08797566905396025
51624,0.11545488905731789
19305,0.06174288646393122
23949,0.03657540844591655
39486,0.19911375744128734
26259,0.11591318352121294
95823,0.18363959512001668
14883,0.41990196523756296
87922,0.06532800932589929
35262,0.06864274700516941
104180,0.25576881698911297
74029,0.03328584905592745
25738,0.18609152073095775
89435,0.10315271671306032
83654,0.35184066083928534
49162,0.02453851059628749
981,0.0791406655680409
108345,0.05600195004963943
98673,0.09285512335163307
17584,0.15702423680519384
69934,0.2503014913608114
18513,0.051755668223394266
65315,0.11363055775766351
47022,0.04150480278598459
33680,0.3356886209935348
65341,0.027415664629677417
28892,0.02012021612995232
32225,0.1659734455231909
62528,0.3619987336756153
19365,0.021709081153121403
33866,0.07193351994183082
22374,0.05207736916644216
61821,0.1430902831564513
47234,0.35286129804825
90120,0.0621648966602404
15528,0.17907937460472653
10580,0.22432595850663584
29234,0.0920366157798314
99701,0.24159858768929474
103611,0.056583753549202025
57161,0.04557749619453075
22911,0.10522165093982383
103801,0.03173689246887414
27870,0.03511230751425809
16950,0.1078119109703071
104161,0.19363180530751464
104888,0.0725278738842565
70706,0.02348399842575271
77941,0.03746846568952202
100395,0.06257099482877825
16019,0.14294499396747296
101186,0.07540531219850191
16452,0.3245481547244429
38030,0.3286984296090594
106527,0.1385794342726541
107713,0.134401252349422
2531,0.07841617547736525
84537,0.19584325453696902
110022,0.06823394806593001
15602,0.06094563447085036
47096,0.2079265081804679
76473,0.011723050760884118
56969,0.13930746133485006
65395,0.3863009858161237
56934,0.01813992499162372
19497,0.06229319983886799
101275,0.2486993518559781
13153,0.10526640099258844
5429,0.057347198857630725
66582,0.16210805642477888
48977,0.02118142341654896
83634,0.1737274846335897
34667,0.08431536299193149
18270,0.2571495379494618
90742,0.08140838729361863
9130,0.04678108876074282
78058,0.07018313068763958
93865,0.16669091175963852
92583,0.11873761837392957
65765,0.15211326687434923
69221,0.09721938440415218
46369,0.05372316004957851
100304,0.10704976975580598
9409,0.3924713999943125
5712,0.19457540670035478
55092,0.1724770651043811
54951,0.16662506414492895
11526,0.3141055794088811
75334,0.06434312682763574
33152,0.2532012929260634
90767,0.06911847467831572
11563,0.15173874711023602
86242,0.14679553502124132
91705,0.04462860844384527
35577,0.2869356094356065
33345,0.08297600450578034
24264,0.09438084425734197
42594,0.08117327887867064
67528,0.17935024651760512
24522,0.05720536174017888
102624,0.29591510974213536
43046,0.16929921330413977
15889,0.18047108569506257
107957,0.03561388600612763
2736,0.0531625194116867
69026,0.16584424655242244
5768,0.057215749037629986
14766,0.15155291987050526
4705,0.06883335491240906
58108,0.051236697607846486
78134,0.3492995716828629
91284,0.2953956620804967
75717,0.15445486886603524
64162,0.09746356412184488
37562,0.12220089443151974
34966,0.13660579862355596
43660,0.04497234972992788
492,0.042553772294423864
5708,0.0824753589243255
96287,0.044164700873206675
7034,0.16934892498098592
99922,0.12719354955477696
53314,0.12220788645164862
91641,0.011924947271407695
64243,0.061424349668710965
94451,0.047926751410951
9640,0.4869836350643044
9282,0.11795803282836019
88041,0.47946310212073556
